App name,App status,Graph API access,Permission type,Consent type,Publisher,Last modified,Added on,Permission usage,Data usage,Privilege level
Thinglink,Disabled by user,Yes,Delegated,User (6),ThingLink,2023-01-15T15:40:38.000Z,2020-05-08T20:51:38.000Z,Some unused,0,High
Thunderbird,Disabled by user,Yes,Delegated,User (5),N/A,2023-02-05T21:24:23.000Z,2020-12-20T08:11:03.000Z,Some unused,0,High
Thunderbird,Disabled by user,Yes,Delegated,User (5),Mozilla Thunderbird,2023-10-31T14:59:56.000Z,2023-02-27T06:44:00.000Z,Some unused,0,High
TimeClock 365,Enabled,No,Delegated,User (38),N/A,2023-09-06T08:54:29.000Z,2021-01-01T07:48:29.000Z,N/A,0,None
tomshift,Enabled,No,Application,Admin,N/A,,2020-06-17T07:57:11.000Z,N/A,0,None
Trello,Disabled by user,Yes,Delegated,User (6),N/A,2023-10-31T15:00:36.000Z,2021-09-13T09:13:56.000Z,Some unused,0,High
Trello OneDrive Power-up,Disabled by user,Yes,Delegated,User (2),N/A,2023-10-31T15:01:03.000Z,2023-07-10T06:41:58.000Z,In use,0,High
TruNoteViewer,Disabled by user,Yes,Delegated,User (1),N/A,2023-10-31T15:01:20.000Z,2023-09-25T09:31:26.000Z,Some unused,0,High
TURKIZ-SEA-BSMCH-HERZL,Enabled,Yes,Delegated,User (1),N/A,2023-06-20T14:45:17.000Z,2023-06-20T08:58:14.000Z,Some unused,0,High
TURKIZ-SEA-BSMCH-MANTLE,Enabled,Yes,Delegated,User (2),N/A,2023-06-12T06:35:18.000Z,2023-03-26T14:36:50.000Z,Some unused,0,High
Turkiz-Starfish-Click-Mamram-PRD-001-eu-prd-ocr-sp,Enabled,Yes,Mixed,Admin,N/A,2023-11-23T09:40:53.000Z,2023-08-21T09:12:11.000Z,Some unused,377.48 GB,High
Turkiz-Starfish-ClickMamram-PRD-004-luzon-pt,Enabled,Yes,Mixed,Admin,N/A,2023-08-13T08:44:01.000Z,2023-08-13T08:36:25.000Z,N/A,0,Medium
Twobird,Disabled by user,Yes,Delegated,User (1),"Ginger Labs, Inc.",2023-10-31T15:02:56.000Z,2022-09-28T21:23:58.000Z,Some unused,0,High
TypeApp,Enabled,No,Delegated,User (1),N/A,,2020-04-12T15:28:34.000Z,N/A,0,None
Unito for Excel,Disabled by user,Yes,Delegated,User (1),Unito Inc,2023-10-31T15:03:35.000Z,2023-07-27T16:38:04.000Z,Some unused,0,High
VaultMe,Disabled by user,Yes,Delegated,User (1),"Unbounded Cloud LLC (dba VaultMe, VaultMe.com)",2023-10-31T15:03:57.000Z,2022-10-25T07:13:26.000Z,Some unused,0,High
Virto Apps,Disabled by user,Yes,Delegated,User (5),Virto solutions,2023-09-09T18:28:47.000Z,2022-09-05T15:57:59.000Z,Some unused,0,High
virtru-production-multi-tenant,Enabled,No,Delegated,User (2),N/A,2023-05-27T17:35:25.000Z,2022-07-27T19:05:37.000Z,N/A,0,None
vKiosk - PhotoChoose,Enabled,Yes,Delegated,User (71),N/A,2023-10-24T11:23:21.000Z,2021-12-31T08:08:43.000Z,Some unused,0,Medium
VMware Boxer,Disabled by user,Yes,Delegated,User (2),"Vmware, Inc.",2023-10-31T15:10:23.000Z,2022-04-02T16:44:57.000Z,Some unused,0,Medium
Voice Recorder,Disabled by user,Yes,Delegated,User (1),N/A,2023-02-01T14:21:59.000Z,2021-12-03T03:57:02.000Z,Some unused,0,High
VPN Server,Enabled,No,Application,Admin,N/A,,2019-09-10T08:01:11.000Z,N/A,0,None
Windows Configuration Designer (WCD),Enabled,No,Delegated,User (2),N/A,,2021-07-26T09:23:17.000Z,N/A,0,None
Windows Virtual Desktop,Enabled,Yes,Mixed,Admin,N/A,2023-05-29T11:22:58.000Z,2020-05-31T20:02:54.000Z,N/A,0,Medium
Windows Virtual Desktop Client,Enabled,No,Delegated,Admin,N/A,2023-09-11T13:45:39.000Z,2020-05-31T20:03:25.000Z,N/A,0,None
windowsazure.uservoice.com,Enabled,No,Delegated,User (5),N/A,,2020-09-21T12:16:37.000Z,N/A,0,None
wiz-c148523c-05f9-4dd5-8438-34fcd76c7052,Enabled,Yes,Application,Admin,N/A,,2023-10-23T12:22:53.000Z,N/A,0,High
Wondershare Filmora,Disabled by user,Yes,Delegated,User (1),Wondershare Global Limited,2023-10-31T15:05:34.000Z,2022-11-08T08:37:23.000Z,Some unused,0,High
WPS Office,Disabled by user,Yes,Delegated,User (1),N/A,2023-10-31T15:06:11.000Z,2022-10-21T11:51:29.000Z,Some unused,0,High
Wrike,Enabled,No,Delegated,User (2),N/A,2023-07-17T00:33:05.000Z,2021-09-05T11:00:57.000Z,N/A,0,None
Yahoo Exchange Sync,Enabled,Yes,Delegated,User (1),N/A,2023-08-07T16:12:12.000Z,2023-08-07T16:12:12.000Z,N/A,0,Medium
yatama-UserAutomationAccount_dJ+eQBjCnvoYkdfjWaC3wl+12FuvnH+tRTE7lkBALrM=,Enabled,No,Delegated,Admin,N/A,,2020-11-16T14:01:48.000Z,N/A,0,None
Yealink - Skype for Business Certified Phone,Enabled,No,Delegated,User (1),N/A,,2022-05-10T09:37:23.000Z,N/A,0,None
Zamzam,Enabled,No,Mixed,Admin,N/A,,2020-05-26T18:02:52.000Z,N/A,0,None
Zamzam-dev,Enabled,No,Delegated,User (1),N/A,,2020-05-26T19:09:29.000Z,N/A,0,None
Zapier,Enabled,Yes,Delegated,User (11),N/A,2023-09-18T18:01:50.000Z,2020-12-16T14:15:27.000Z,Some unused,0,High
Zapier Excel,Disabled by user,Yes,Delegated,User (7),N/A,2023-03-07T06:38:04.000Z,2021-01-28T11:23:11.000Z,Some unused,0,High
Zapier Outlook,Disabled by user,Yes,Delegated,User (8),N/A,2023-10-31T15:07:03.000Z,2020-07-06T20:13:55.000Z,Some unused,0,High
Zip RAR File Extractor,Disabled by user,Yes,Delegated,User (4),N/A,2023-06-03T15:51:09.000Z,2022-04-23T19:41:55.000Z,Some unused,0,High
Zoho CRM,Disabled by user,Yes,Delegated,User (1),Zoho Corporation Private Ltd,2023-06-13T09:07:30.000Z,2023-06-13T09:07:30.000Z,Some unused,0,High
Zoho Desk,Disabled by user,Yes,Delegated,User (1),Zoho Corporation Private Ltd,2023-10-31T15:07:59.000Z,2022-03-27T11:47:50.000Z,Some unused,0,High
Zoho Projects,Disabled by user,Yes,Delegated,User (2),Zoho Corporation Private Ltd,,2022-08-24T19:57:06.000Z,Some unused,0,High
Zoho Writer,Disabled by user,Yes,Delegated,User (1),Zoho Corporation Private Ltd,2023-10-31T15:08:26.000Z,2022-11-24T13:45:38.000Z,Some unused,0,High
Zoom,Enabled,Yes,Delegated,User (108),"Zoom Video Communications, Inc.",2023-10-30T11:29:53.000Z,2020-03-25T07:51:12.000Z,In use,0,Medium
Zoom for Sharepoint,Disabled by user,Yes,Delegated,User (17),N/A,2023-10-24T08:21:40.000Z,2020-12-22T12:58:30.000Z,Some unused,0,High
Zoom OneDrive,Disabled by user,Yes,Delegated,User (47),N/A,2023-09-04T10:38:35.000Z,2020-05-27T18:16:30.000Z,In use,0,High
Zoom Video Communications,Disabled by user,Yes,Delegated,User (2),N/A,2023-10-31T15:09:07.000Z,2020-03-22T08:43:44.000Z,Some unused,0,High
