App name,App status,Graph API access,Permission type,Consent type,Publisher,Last modified,Added on,Permission usage,Data usage,Privilege level
Blackbox,Enabled,Yes,Delegated,User (2),N/A,2023-04-23T05:58:16.000Z,2023-03-15T10:10:17.000Z,N/A,0,Low
DigitalIDF - HostedPeople - NonProd,Enabled,Yes,Delegated,User (1),N/A,2023-04-24T06:45:53.000Z,2022-10-31T11:53:22.000Z,N/A,0,Low
SmartBilling,Enabled,Yes,Delegated,User (1),N/A,2023-04-24T14:36:59.000Z,2023-04-24T14:36:58.000Z,N/A,0,Low
desknow-bookings-sso,Enabled,Yes,Delegated,User (1),DeskNow GmbH,2023-04-25T11:24:53.000Z,2023-04-25T11:24:53.000Z,N/A,0,Low
DeskNow Main,Enabled,Yes,Delegated,User (1),DeskNow GmbH,2023-04-25T11:35:02.000Z,2023-04-25T11:35:01.000Z,N/A,0,Low
Waldo,Enabled,Yes,Delegated,User (1),KICKLE,2023-04-25T12:20:56.000Z,2023-04-25T12:20:56.000Z,Some unused,0,Low
MDB Atlas on Azure MP listing,Enabled,Yes,Delegated,User (7),N/A,2023-04-28T07:37:44.000Z,2021-05-19T11:06:48.000Z,N/A,0,Low
Portals-Yoaacal,Enabled,Yes,Delegated,Admin,N/A,2023-04-30T07:29:36.000Z,2023-02-22T14:43:43.000Z,N/A,0,Low
DigitalIDF - Tzohar Frontend - Prod,Enabled,Yes,Delegated,Admin,N/A,2023-04-30T10:47:36.000Z,2020-05-21T07:24:28.000Z,N/A,0,Low
DigitalIDF - Informatica - NonProd,Enabled,Yes,Mixed,Admin,N/A,2023-04-30T15:18:09.000Z,2022-05-18T14:22:49.000Z,N/A,0,Low
Foxit MobilePDF for Android,Enabled,Yes,Delegated,User (1),N/A,2023-05-04T04:53:09.000Z,2023-05-04T04:53:08.000Z,N/A,0,Low
performance-manager,Enabled,Yes,Delegated,User (127),N/A,2023-05-09T14:40:40.000Z,2022-07-13T10:53:16.000Z,N/A,0,Low
FL Studio Mobile,Enabled,Yes,Delegated,User (3),N/A,2023-05-12T23:33:34.000Z,2021-11-20T19:39:42.000Z,Some unused,0,Low
AAD B2C Prod,Enabled,Yes,Delegated,User (1),N/A,2023-05-14T08:40:33.000Z,2023-05-14T08:40:33.000Z,N/A,0,Low
DigitalIDF - APIM Developer Portal - DEV,Enabled,Yes,Delegated,User (2),N/A,2023-05-14T11:49:49.000Z,2023-05-14T11:35:51.000Z,N/A,0,Low
OPCloud,Enabled,Yes,Delegated,User (11),N/A,2023-05-14T21:32:38.000Z,2021-08-30T08:33:15.000Z,N/A,0,Low
MCS - WikiJs - Dev,Enabled,Yes,Delegated,Admin,N/A,2023-05-16T08:57:42.000Z,2023-05-16T08:45:59.000Z,N/A,0,Low
Visual Paradigm Online,Enabled,Yes,Delegated,User (13),N/A,2023-05-17T11:38:42.000Z,2019-12-16T13:05:50.000Z,N/A,0,Low
DigitalIDF - Campus - NonProd,Enabled,Yes,Mixed,Admin,N/A,2023-05-17T14:03:00.000Z,2023-05-17T07:58:31.000Z,N/A,0,Low
Cloud Ready Skills,Enabled,Yes,Delegated,User (3),Cloud Ready Limited,2023-05-17T15:05:33.000Z,2022-09-09T22:56:49.000Z,N/A,0,Low
Quest Software,Enabled,Yes,Delegated,User (4),N/A,2023-05-18T08:05:27.000Z,2020-10-12T13:07:06.000Z,N/A,0,Low
SOC Prime Platform Sign In,Enabled,Yes,Delegated,User (1),N/A,2023-05-21T11:20:28.000Z,2023-05-21T11:20:28.000Z,N/A,0,Low
DigitalIDF - Tzohar Backend - Prod,Enabled,Yes,Delegated,Admin,N/A,2023-05-23T08:50:20.000Z,2020-05-27T12:51:13.000Z,N/A,0,Low
PowerBI Embedded Logistics,Enabled,Yes,Delegated,User (127),N/A,2023-05-24T06:59:33.000Z,2021-03-18T10:44:01.000Z,N/A,0,Low
WikiJs,Enabled,Yes,Delegated,Admin,N/A,2023-05-28T10:23:35.000Z,2023-05-28T10:12:56.000Z,N/A,0,Low
DigitalIDF - Medical Center - Dev,Enabled,Yes,Mixed,Admin,N/A,2023-05-28T15:03:40.000Z,2022-07-12T07:22:45.000Z,N/A,0,Low
BingWebmasterTools,Enabled,Yes,Delegated,User (3),N/A,2023-05-30T08:15:15.000Z,2021-02-04T21:20:31.000Z,N/A,0,Low
Decisions,Enabled,Yes,Delegated,User (4),Decisions,2023-05-30T21:06:52.000Z,2023-01-15T23:19:56.000Z,N/A,0,Low
DigitalIDF - CountMeIn - Dev,Enabled,Yes,Delegated,User (6),N/A,2023-05-31T07:06:24.000Z,2022-05-16T13:32:45.000Z,N/A,0,Low
DigitalIDF - kodkod - PROD,Enabled,Yes,Mixed,Admin,N/A,2023-05-31T07:31:11.000Z,2021-01-17T14:49:29.000Z,N/A,0,Low
Otter,Enabled,Yes,Delegated,User (5),N/A,2023-05-31T10:25:31.000Z,2021-08-26T09:42:12.000Z,Some unused,0,Low
amit-test-app-demo,Enabled,Yes,Delegated,User (1),N/A,2023-05-31T12:10:49.000Z,2023-05-31T12:10:49.000Z,N/A,0,Low
Tasks Teams Bot,Enabled,Yes,Delegated,User (5),Awara IT Solutions LLC,2023-06-01T04:56:44.000Z,2020-05-31T06:53:58.000Z,Some unused,0,Low
digitalidf – application monitor – prod,Enabled,Yes,Mixed,Admin,N/A,2023-06-01T06:26:49.000Z,2022-12-04T09:11:04.000Z,N/A,0,Low
DigitalIDF - Nesheclick - Dev,Enabled,Yes,Mixed,Admin,N/A,2023-06-01T11:53:20.000Z,2023-06-01T11:18:48.000Z,N/A,0,Low
Shop,Enabled,Yes,Delegated,User (4),Shopify Inc,2023-06-04T08:33:47.000Z,2022-07-11T20:09:17.000Z,Some unused,0,Low
Cisco Webex Social Login,Enabled,Yes,Delegated,User (7),Cisco,2023-06-04T08:57:02.000Z,2022-07-10T09:04:53.000Z,N/A,0,Low
Weet,Enabled,Yes,Delegated,User (1),FYZ SERVICES / SpeachMe,2023-06-04T23:20:53.000Z,2023-06-04T23:20:52.000Z,Some unused,0,Low
Weet Auth PROD,Enabled,Yes,Delegated,User (1),N/A,2023-06-04T23:21:11.000Z,2023-06-04T23:21:10.000Z,N/A,0,Low
idf-auth-app,Enabled,Yes,Delegated,Admin,N/A,2023-06-05T09:04:33.000Z,2022-08-18T11:48:30.000Z,N/A,0,Low
Matan Random App2,Enabled,Yes,Delegated,Admin,N/A,2023-06-06T07:04:33.000Z,2023-06-06T06:51:37.000Z,N/A,0,Low
Soon,Enabled,Yes,Delegated,User (3),Soon,2023-06-06T12:50:44.000Z,2023-04-29T20:31:16.000Z,N/A,0,Low
Testportal,Enabled,Yes,Delegated,User (3),Testportal Sp. z o.o.,2023-06-06T20:41:47.000Z,2021-01-06T16:45:19.000Z,N/A,0,Low
TeamSurvey,Enabled,Yes,Delegated,User (1),Build Up Labs,2023-06-06T22:03:54.000Z,2023-06-06T22:03:54.000Z,N/A,0,Low
Reminders,Enabled,Yes,Delegated,User (3),Appfluence Inc,2023-06-07T00:08:33.000Z,2022-10-02T21:28:58.000Z,Some unused,0,Low
ariel-onboarding-tickissue,Enabled,Yes,Delegated,User (3),N/A,2023-06-07T07:34:50.000Z,2023-05-17T09:47:56.000Z,N/A,0,Low
PowerRoster for Frontline,Enabled,Yes,Delegated,User (2),Velrada,2023-06-07T10:36:10.000Z,2022-10-08T09:55:22.000Z,N/A,0,Low
DigitalIDF - Teum - Dev,Enabled,Yes,Mixed,Admin,N/A,2023-06-07T13:25:18.000Z,2021-06-30T11:45:49.000Z,N/A,0,Low
sync.me website,Enabled,Yes,Delegated,User (6),N/A,2023-06-07T20:06:24.000Z,2021-02-04T07:35:35.000Z,Some unused,0,Low
DigitalIDF - Stations Server - Dev,Enabled,Yes,Mixed,Admin,N/A,2023-06-08T07:04:29.000Z,2022-10-26T11:33:01.000Z,N/A,0,Low
MindMup,Enabled,Yes,Delegated,User (5),N/A,2023-06-08T09:49:59.000Z,2020-08-21T12:05:52.000Z,Some unused,0,Low
Achdut,Enabled,Yes,Delegated,User (2),N/A,2023-06-08T10:22:52.000Z,2021-11-27T16:36:04.000Z,N/A,0,Low
Doodle AG,Enabled,Yes,Delegated,User (21),N/A,2023-06-12T11:35:37.000Z,2020-07-05T05:13:44.000Z,Some unused,0,Low
Vidyard Single Sign On,Enabled,Yes,Delegated,User (2),N/A,2023-06-12T14:17:03.000Z,2022-11-17T09:18:56.000Z,N/A,0,Low
ECAL,Enabled,Yes,Delegated,User (14),N/A,2023-06-12T16:51:44.000Z,2021-09-05T16:16:27.000Z,Some unused,0,Low
DigitalIDF - Madim - Prod,Enabled,Yes,Mixed,Admin,N/A,2023-06-12T19:03:49.000Z,2020-06-29T12:21:52.000Z,N/A,0,Low
Tgw WebSite Prod,Enabled,Yes,Delegated,User (1),N/A,2023-06-13T10:52:43.000Z,2023-06-13T10:52:42.000Z,N/A,0,Low
DigitalIDF - Zimun Torim - Prod,Enabled,Yes,Mixed,Admin,N/A,2023-06-13T14:04:50.000Z,2021-05-31T08:17:14.000Z,N/A,0,Low
DigitalIDF - Zimun Torim Bot - Prod,Enabled,Yes,Mixed,Admin,N/A,2023-06-13T14:04:50.000Z,2023-05-31T07:47:46.000Z,N/A,0,Low
DigitalIDF - Medical Center - Prod,Enabled,Yes,Mixed,Admin,N/A,2023-06-14T05:32:34.000Z,2022-08-24T11:58:06.000Z,N/A,0,Low
LinkedIn Microsoft Graph Connector,Enabled,Yes,Delegated,User (12),N/A,2023-06-15T19:40:05.000Z,2020-09-17T14:02:44.000Z,N/A,0,Low
DigitalIDF - hantzahaClient - PROD,Enabled,Yes,Delegated,Admin,N/A,2023-06-20T10:43:18.000Z,2023-04-16T07:58:40.000Z,N/A,0,Low
DigitalIDF - hantzaha - PROD,Enabled,Yes,Mixed,Admin,N/A,2023-06-21T07:27:12.000Z,2023-04-13T14:33:16.000Z,N/A,0,Low
Wrike for Teams,Enabled,Yes,Delegated,User (2),Wrike,2023-06-21T14:58:12.000Z,2022-06-08T13:33:48.000Z,N/A,0,Low
LGEmail,Enabled,Yes,Delegated,User (3),N/A,2023-06-21T17:53:48.000Z,2020-09-08T05:37:25.000Z,N/A,0,Low
DigitalIDF - UrgentCare - Prod,Enabled,Yes,Mixed,Admin,N/A,2023-06-22T12:36:02.000Z,2021-12-02T07:42:50.000Z,N/A,0,Low
Mobileiron Device Compliance On-prem,Enabled,Yes,Delegated,User (2),N/A,2023-06-22T14:14:33.000Z,2023-04-19T16:57:55.000Z,N/A,0,Low
CONNECT,Enabled,Yes,Delegated,User (1),N/A,2023-06-22T17:31:36.000Z,2023-06-22T17:31:35.000Z,N/A,0,Low
AU_09_IAFSchedulerApi,Enabled,Yes,Delegated,Admin,N/A,2023-06-25T06:56:31.000Z,2021-12-02T09:16:56.000Z,N/A,0,Low
Outlook Calendar for Slack,Enabled,Yes,Delegated,User (10),N/A,2023-06-25T08:05:59.000Z,2020-03-22T12:19:45.000Z,Some unused,0,Low
Structionsite Azure Login,Enabled,Yes,Delegated,User (1),N/A,2023-06-25T12:22:43.000Z,2023-06-25T12:22:43.000Z,N/A,0,Low
Tynker,Enabled,Yes,Delegated,User (1),N/A,2023-06-25T15:30:40.000Z,2023-06-25T15:30:40.000Z,N/A,0,Low
DigitalIDF - Zimun Torim Bot - PreProd,Enabled,Yes,Mixed,Admin,N/A,2023-06-26T12:56:45.000Z,2023-05-31T07:43:28.000Z,N/A,0,Low
DigitalIDF - AmazonIDF- Dev,Enabled,Yes,Delegated,User (10),N/A,2023-06-26T13:17:48.000Z,2022-06-19T08:19:12.000Z,N/A,0,Low
DigitalIDF - Zimun Torim - PreProd,Enabled,Yes,Mixed,Admin,N/A,2023-06-26T13:54:25.000Z,2021-06-13T07:28:11.000Z,N/A,0,Low
DigitalIDF - Zimun Torim - Test,Enabled,Yes,Mixed,Admin,N/A,2023-06-26T13:56:11.000Z,2021-03-02T08:03:01.000Z,N/A,0,Low
Creately,Enabled,Yes,Delegated,User (1),CINERGIX PTY LTD,2023-06-26T17:21:36.000Z,2023-06-26T17:21:34.000Z,N/A,0,Low
TURKIZ-SEA-BSMCH-GITLAB,Enabled,Yes,Delegated,User (2),N/A,2023-06-27T14:00:53.000Z,2023-06-05T08:52:57.000Z,N/A,0,Low
Project Plan,Enabled,Yes,Delegated,User (4),cherryware GmbH,2023-06-27T14:17:50.000Z,2023-05-23T09:11:07.000Z,N/A,0,Low
HP Inc.,Enabled,Yes,Delegated,User (11),N/A,2023-06-27T19:29:19.000Z,2022-01-02T06:29:01.000Z,N/A,0,Low
DigitalIDF - Flow - Prod,Enabled,Yes,Mixed,Admin,N/A,2023-06-28T08:09:19.000Z,2023-06-18T08:53:55.000Z,N/A,0,Low
DigitalIdf - Cookie (Client Example) - Staging,Enabled,Yes,Mixed,Admin,N/A,2023-06-28T08:52:02.000Z,2022-09-23T09:58:06.000Z,N/A,0,Low
dronedeploy-prod,Enabled,Yes,Delegated,User (6),Dronedeploy Professional Corporation,2023-06-28T13:07:00.000Z,2022-08-30T16:50:06.000Z,N/A,0,Low
DigitalIDF - CountMeIn - Prod,Enabled,Yes,Delegated,User (1089),N/A,2023-06-28T17:46:49.000Z,2022-06-06T15:31:03.000Z,N/A,0,Low
Classoos,Enabled,Yes,Delegated,User (16),N/A,2023-06-29T10:39:07.000Z,2021-01-15T09:09:46.000Z,N/A,0,Low
DigitalIDF - BackOffice Stations Server - Staging,Enabled,Yes,Mixed,Admin,N/A,2023-06-29T12:54:23.000Z,2023-06-05T04:51:58.000Z,N/A,0,Low
FormMachines for Teams,Enabled,Yes,Delegated,User (6),ENTERPRISE DIGITAL MACHINES PTY LTD,2023-06-30T17:36:11.000Z,2020-10-14T06:18:05.000Z,N/A,0,Low
DigitalIDF - PratAzureAPI - PP,Enabled,Yes,Delegated,Admin,N/A,2023-07-02T07:06:42.000Z,2022-02-03T08:38:10.000Z,N/A,0,Low
DigitalIDF - BackOffice Stations Server - Prod,Enabled,Yes,Mixed,Admin,N/A,2023-07-02T08:12:04.000Z,2023-06-05T04:52:09.000Z,N/A,0,Low
Fathom,Enabled,Yes,Delegated,User (2),Fathom Video Inc.,2023-07-03T13:57:54.000Z,2023-05-18T19:21:05.000Z,Some unused,0,Low
Notewise,Enabled,Yes,Delegated,User (1),N/A,2023-07-04T05:50:20.000Z,2023-07-04T05:50:19.000Z,N/A,0,Low
Audify Music Player (New),Enabled,Yes,Delegated,User (7),Audify Tech Private Limited,2023-07-04T07:20:46.000Z,2022-07-08T06:03:50.000Z,Some unused,0,Low
adamtotal.co.il,Enabled,Yes,Delegated,User (1),N/A,2023-07-04T12:10:46.000Z,2023-07-04T12:10:45.000Z,N/A,0,Low
Nasa-Task,Enabled,Yes,Delegated,User (5),N/A,2023-07-05T05:36:16.000Z,2023-07-03T11:18:54.000Z,N/A,0,Low
eliezer-app,Enabled,Yes,Delegated,User (15),N/A,2023-07-05T06:48:35.000Z,2023-06-29T11:30:56.000Z,N/A,0,Low
DigitalIDF - ADX Cookie - TEST,Enabled,Yes,Delegated,Admin,N/A,2023-07-05T16:30:16.000Z,2021-05-30T11:54:21.000Z,N/A,0,Low
Calendar.AI,Enabled,Yes,Delegated,User (4),N/A,2023-07-07T07:33:33.000Z,2020-09-20T05:25:47.000Z,Some unused,0,Low
Weekly10,Enabled,Yes,Delegated,User (2),Binary Geek Limited,2023-07-07T14:57:58.000Z,2022-07-15T14:22:57.000Z,N/A,0,Low
 DigitalIDF-MyNet-dev,Enabled,Yes,Delegated,User (1),N/A,2023-07-07T16:50:16.000Z,2023-05-03T09:39:43.000Z,N/A,0,Low
FamilyWall,Enabled,Yes,Delegated,User (2),N/A,2023-07-08T10:26:23.000Z,2023-05-27T20:47:49.000Z,Some unused,0,Low
Flipgrid,Enabled,Yes,Delegated,User (6),N/A,2023-07-09T19:50:16.000Z,2020-09-14T01:13:41.000Z,N/A,0,Low
DigitalIdf - CookieBO (Client) - QA,Enabled,Yes,Mixed,Admin,N/A,2023-07-10T06:57:11.000Z,2023-01-18T13:43:32.000Z,N/A,0,Low
DigitalIdf - CookieBO (Client) - PreProd,Enabled,Yes,Mixed,Admin,N/A,2023-07-10T07:14:52.000Z,2023-01-18T13:50:08.000Z,N/A,0,Low
DigitalIdf - CookieBO (Client) - Prod,Enabled,Yes,Mixed,Admin,N/A,2023-07-10T07:16:37.000Z,2023-01-18T13:20:33.000Z,N/A,0,Low
Azure MyAccount,Enabled,Yes,Delegated,Admin,N/A,2023-07-10T20:07:38.000Z,2023-03-22T18:21:01.000Z,N/A,0,Low
Portals-eventPortal,Enabled,Yes,Delegated,User (1),N/A,2023-07-11T15:07:44.000Z,2023-07-11T15:07:43.000Z,N/A,0,Low
Adobe Acrobat Sign,Enabled,Yes,Delegated,User (2),Adobe Inc.,2023-07-11T15:18:47.000Z,2023-02-07T20:08:48.000Z,N/A,0,Low
365Projects_API,Enabled,Yes,Delegated,User (7),365APPS PTY LTD,2023-07-11T15:26:46.000Z,2021-11-07T10:11:45.000Z,N/A,0,Low
Office 365 Message Encryption Portal,Enabled,Yes,Delegated,User (2),N/A,2023-07-12T05:06:21.000Z,2020-10-06T13:51:53.000Z,N/A,0,Low
318800307-openid-fbb704cd-4474-4038-a29f-71ae665560e8,Enabled,Yes,Delegated,User (1),N/A,2023-07-12T06:27:41.000Z,2021-01-27T12:34:47.000Z,N/A,0,Low
ccClick-users,Enabled,Yes,Delegated,User (2),N/A,2023-07-12T06:49:48.000Z,2023-07-12T06:49:48.000Z,N/A,0,Low
DigitalIDF - FormsServer - NonProd,Enabled,Yes,Mixed,Admin,N/A,2023-07-12T06:53:51.000Z,2023-04-23T07:45:49.000Z,N/A,0,Low
329962351-test-745edd78-f75a-4b98-a9ee-33e9d721656d,Enabled,Yes,Delegated,User (1),N/A,2023-07-12T07:18:01.000Z,2020-08-23T10:18:11.000Z,N/A,0,Low
Coomeet,Enabled,Yes,Delegated,User (1),N/A,2023-07-15T16:34:54.000Z,2023-07-15T16:34:54.000Z,N/A,0,Low
Diarium,Enabled,Yes,Delegated,User (1),N/A,2023-07-16T09:48:14.000Z,2023-07-16T09:48:14.000Z,Some unused,0,Low
aadapp-rc-prod,Enabled,Yes,Delegated,User (1),N/A,2023-07-17T00:30:47.000Z,2023-07-17T00:30:46.000Z,N/A,0,Low
SwiftKey Keyboard,Enabled,Yes,Delegated,User (12),N/A,2023-07-17T10:56:23.000Z,2020-08-02T20:19:44.000Z,N/A,0,Low
SwiftKey Cloud Service,Enabled,Yes,Delegated,User (12),N/A,2023-07-17T10:56:23.000Z,2020-08-02T20:19:44.000Z,N/A,0,Low
Maklar,Enabled,Yes,Delegated,User (21),N/A,2023-07-17T12:40:14.000Z,2023-01-11T14:20:52.000Z,N/A,0,Low
DigitalIDF - BackOffice Stations Server - Test,Enabled,Yes,Mixed,Admin,N/A,2023-07-18T09:28:16.000Z,2023-06-05T04:51:29.000Z,N/A,0,Low
DigitalIDF_ADX_CallSystem_Dev,Enabled,Yes,Delegated,Admin,N/A,2023-07-18T09:50:35.000Z,2020-03-22T13:35:27.000Z,N/A,0,Low
DigitalIDF - Stations Server - Staging,Enabled,Yes,Mixed,Admin,N/A,2023-07-18T10:39:36.000Z,2022-10-26T11:51:25.000Z,N/A,0,Low
DigitalIDF - Stations Server - Prod,Enabled,Yes,Mixed,Admin,N/A,2023-07-18T13:17:52.000Z,2022-10-26T11:54:45.000Z,N/A,0,Low
DigitalIDF - Stations Service - Dev,Enabled,Yes,Mixed,Admin,N/A,2023-07-19T07:23:02.000Z,2022-12-06T11:37:27.000Z,N/A,0,Low
DigitalIDF - Stations Service - Staging,Enabled,Yes,Mixed,Admin,N/A,2023-07-19T07:24:31.000Z,2022-12-06T11:38:10.000Z,N/A,0,Low
DigitalIDF - Home 360 - Prod,Enabled,Yes,Mixed,Admin,N/A,2023-07-19T08:19:53.000Z,2021-03-01T18:43:49.000Z,N/A,0,Low
OLC Support Form,Enabled,Yes,Delegated,User (1),N/A,2023-07-19T08:39:36.000Z,2023-07-19T08:39:35.000Z,N/A,0,Low
TGW WebAdmin stg,Enabled,Yes,Delegated,User (1),N/A,2023-07-19T11:25:05.000Z,2023-07-19T11:25:04.000Z,N/A,0,Low
DigitalIDF - BackOffice Stations Server - Dev,Enabled,Yes,Mixed,Admin,N/A,2023-07-20T09:00:18.000Z,2023-06-05T04:50:48.000Z,N/A,0,Low
DigitalIDF - Stations Service - Prod,Enabled,Yes,Mixed,Admin,N/A,2023-07-20T09:01:42.000Z,2022-12-06T11:38:29.000Z,N/A,0,Low
DigitalIDF - Stations Service - Test,Enabled,Yes,Mixed,Admin,N/A,2023-07-20T09:02:15.000Z,2022-12-06T11:37:48.000Z,N/A,0,Low
Eraser,Enabled,Yes,Delegated,User (1),"Eraser Labs, Inc.",2023-07-20T14:03:35.000Z,2023-07-20T14:03:35.000Z,N/A,0,Low
Tabit Login (IL STG),Enabled,Yes,Delegated,User (5),N/A,2023-07-24T05:17:34.000Z,2023-02-11T21:59:44.000Z,N/A,0,Low
ASUS Account,Enabled,Yes,Delegated,User (3),N/A,2023-07-24T16:46:27.000Z,2023-07-24T16:46:27.000Z,N/A,0,Low
DigitalIDF - Doch1 - Prod,Enabled,Yes,Mixed,Admin,N/A,2023-07-27T14:00:27.000Z,2022-03-30T00:34:29.000Z,N/A,0,Low
DigitalIDF - Doch1 - PreProd,Enabled,Yes,Delegated,Admin,N/A,2023-07-27T14:11:36.000Z,2022-03-30T00:30:17.000Z,N/A,0,Low
Aqua Mail,Enabled,Yes,Delegated,User (1),Aqua Mail Inc,2023-07-30T11:05:20.000Z,2023-07-30T11:05:19.000Z,N/A,0,Low
HPID Stage,Enabled,Yes,Delegated,User (2),N/A,2023-07-30T20:48:03.000Z,2022-01-23T07:08:17.000Z,N/A,0,Low
OlderSystem,Enabled,Yes,Delegated,User (8),N/A,2023-07-31T08:07:05.000Z,2023-03-14T08:48:30.000Z,N/A,0,Low
DigitalIDF - Tofes55 - Prod,Enabled,Yes,Mixed,Admin,N/A,2023-07-31T10:14:09.000Z,2023-01-25T16:52:26.000Z,N/A,0,Low
Elastic Cloud (Managed Service),Enabled,Yes,Delegated,User (13),Elastic,2023-08-01T08:17:24.000Z,2021-01-31T21:34:43.000Z,N/A,0,Low
Edpuzzle,Enabled,Yes,Delegated,User (4),"Edpuzzle, Inc.",2023-08-01T10:57:11.000Z,2023-03-16T16:35:44.000Z,N/A,0,Low
Descope,Enabled,Yes,Delegated,User (1),Descope Inc,2023-08-01T14:36:29.000Z,2023-08-01T14:36:29.000Z,N/A,0,Low
Turkiz-Starfish-Click-Mamram-PRD-001-eu-prd-audit-functionApp,Enabled,Yes,Mixed,Admin,N/A,2023-08-02T08:59:00.000Z,2023-08-02T08:36:02.000Z,N/A,0,Low
Fusion,Enabled,Yes,Delegated,User (1),N/A,2023-08-04T13:57:44.000Z,2023-08-04T13:57:44.000Z,N/A,0,Low
DigitalIDF - Cubical - NonProd,Enabled,Yes,Mixed,Admin,N/A,2023-08-06T07:35:45.000Z,2021-08-03T14:32:57.000Z,N/A,0,Low
www digitalrosh com,Enabled,Yes,Delegated,User (1),N/A,2023-08-06T10:48:34.000Z,2023-08-06T10:48:33.000Z,N/A,0,Low
Azure Snapshot,Enabled,Yes,Delegated,User (1),N/A,2023-08-06T15:24:43.000Z,2023-08-06T15:24:43.000Z,N/A,0,Low
Designs AI,Enabled,Yes,Delegated,User (1),N/A,2023-08-06T15:50:19.000Z,2023-08-06T15:50:19.000Z,N/A,0,Low
Health Bot System Portal [Prod],Enabled,Yes,Delegated,User (1),N/A,2023-08-07T10:55:13.000Z,2023-08-07T10:55:12.000Z,N/A,0,Low
DigitalIDF - Feed - Prod,Enabled,Yes,Mixed,Admin,N/A,2023-08-07T13:27:38.000Z,2023-06-21T10:29:09.000Z,N/A,0,Low
DigitalIDF - Feed - Test,Enabled,Yes,Mixed,Admin,N/A,2023-08-07T13:28:04.000Z,2023-04-30T12:13:40.000Z,N/A,0,Low
DigitalIDF - Feed - Preprod,Enabled,Yes,Mixed,Admin,N/A,2023-08-07T13:28:36.000Z,2023-06-21T08:29:59.000Z,N/A,0,Low
DigitalIDF - Havader - Prod,Enabled,Yes,Mixed,Admin,N/A,2023-08-07T13:50:24.000Z,2023-02-02T15:06:25.000Z,N/A,0,Low
Lessonup,Enabled,Yes,Delegated,User (1),N/A,2023-08-08T17:23:25.000Z,2023-08-08T17:23:24.000Z,N/A,0,Low
Funtivity,Enabled,Yes,Delegated,User (1),Hermis Inc,2023-08-09T08:18:55.000Z,2023-08-09T08:18:55.000Z,N/A,0,Low
Logi Tune,Enabled,Yes,Delegated,User (1),Logitech Inc.,2023-08-10T13:18:01.000Z,2023-08-10T13:18:01.000Z,Some unused,0,Low
Matific,Enabled,Yes,Delegated,User (6),N/A,2023-08-11T11:10:33.000Z,2020-05-03T17:49:23.000Z,N/A,0,Low
PhotoCircle,Enabled,Yes,Delegated,User (1),Circle 38 Inc,2023-08-12T19:44:27.000Z,2023-08-12T19:44:26.000Z,N/A,0,Low
DigitalIDF - Home 360 - NonProd,Enabled,Yes,Mixed,Admin,N/A,2023-08-13T11:05:16.000Z,2020-11-12T09:45:09.000Z,N/A,0,Low
GroupMe,Enabled,Yes,Delegated,User (1),N/A,2023-08-13T22:23:41.000Z,2023-08-13T22:23:41.000Z,N/A,0,Low
DigitalIDF - Food Analytics - PROD,Enabled,Yes,Delegated,Admin,N/A,2023-08-14T15:27:13.000Z,2022-06-08T06:46:16.000Z,N/A,0,Low
DigitalIDF - FuelDoc - Prod,Enabled,Yes,Delegated,Admin,N/A,2023-08-14T15:27:16.000Z,2021-06-24T07:07:11.000Z,N/A,0,Low
DigitalIDF - Leaon - Preprod,Enabled,Yes,Mixed,Admin,N/A,2023-08-14T15:27:44.000Z,2022-12-22T11:30:03.000Z,N/A,0,Low
DigitalIDF - Spider - Test,Enabled,Yes,Delegated,User (1),N/A,2023-08-14T15:28:19.000Z,2023-03-06T07:57:23.000Z,N/A,0,Low
Moodle,Enabled,Yes,Delegated,User (25),N/A,2023-08-14T16:58:17.000Z,2020-07-19T07:19:10.000Z,N/A,0,Low
Tresorit email verification,Enabled,Yes,Delegated,User (1),Tresorit GmbH,2023-08-15T08:08:47.000Z,2023-08-15T08:08:46.000Z,N/A,0,Low
DIgitalIDF - Leaon - Dev,Enabled,Yes,Mixed,Admin,N/A,2023-08-15T12:30:45.000Z,2022-12-22T11:28:08.000Z,N/A,0,Low
maayan-test,Enabled,Yes,Application,Admin,N/A,2023-08-16T07:38:36.000Z,2023-07-30T12:45:20.000Z,N/A,0,Low
DigitalIDF - NifgaimClient - PreProd,Enabled,Yes,Delegated,Admin,N/A,2023-08-16T14:07:30.000Z,2022-11-16T07:41:21.000Z,N/A,0,Low
OlderSystem,Enabled,Yes,Delegated,User (8),N/A,2023-08-17T06:38:22.000Z,2023-07-31T08:38:35.000Z,N/A,0,Low
DigitalIDF-HamodiaClient-Dev,Enabled,Yes,Delegated,User (2),N/A,2023-08-17T12:23:50.000Z,2023-08-17T05:58:00.000Z,N/A,0,Low
DigitalIDF - Tash (BO) - PreProd,Enabled,Yes,Mixed,Admin,N/A,2023-08-17T14:19:51.000Z,2022-11-30T08:54:30.000Z,N/A,0,Low
DigitalIDF - Tash (BO) - Prod,Enabled,Yes,Mixed,Admin,N/A,2023-08-17T14:20:54.000Z,2022-11-30T08:55:29.000Z,N/A,0,Low
Tabit Login (IL),Enabled,Yes,Delegated,User (16),N/A,2023-08-19T12:16:41.000Z,2021-08-02T19:01:36.000Z,N/A,0,Low
Learn on Demand Systems - TMS,Enabled,Yes,Delegated,User (11),Skillable,2023-08-20T06:24:08.000Z,2021-11-30T11:58:43.000Z,N/A,0,Low
